text;label
nah, akhirnya kamu mengakui jesus, ha ha ha... udah log out aja murtad gih! mari saya pandu dengan membaca kalimat syahadat.. 😄;no
bukan kah kamu bilang jesus... jadi jesus yg di bunuh bukan nabi isa as... jesus itu sudah jadi mayat... jadi jelas nya nabi as nabi muhammad saw itu manusia biasa yg bisa meninggal.. cuma beliau itu manusia pilihan.. manusia biasa jadi jangan di sembah apalagi yg sdh jadi mayat;no
(ingatlah), ketika allah berfirman, “wahai isa! aku mengambilmu dan mengangkatmu kepada-ku, serta menyucikanmu dari orang-orang yang kafir, dan menjadikan orang-orang yang mengikutimu di atas orang-orang yang kafir hingga hari kiamat sst. jadi dimana letak org nasrani menyembah mayat samsung !;no
loh kok sekarang bilang tidak tahu? padahal tadi bisa bilang sembah mayat kalau tidak tahu siapa di sana? makanya janganlah kau sembah sembah batu biar tidak semakin halu.;no
loh kamu bilang cpa mayat yg di salib itu.... aku mah ga tau;no
nah kan! akhirnya mengakui menyembah batu benda mati ha ha ha ha... 🤣;no
yg disalib itu sudah bangkit.kenapa?karena dia tuhan.kl batu bisa bangkit ga?;no
jelas perang ini lebih sadis, karena hamas menjadikan sipil palestina menjadi perisai hidup. dalam perang rusia vs ukraina tidak. hamas juga memanfaatkan kelemahan dunia muslim, dengan kampanye palestina adalah korban untuk menekan israel, padahal hamas lah yang mengorbankan warga palestina.;no
"emang batu benda mati...anak kecil juga tau...kami tdk menyembah benda mati...tapi kmi sembah yg maha kuasa alloh yg maha esa... klau kamu maksud batu itu ka'bah... bukan ka""bah yg kmi sembah itu cuma arah biar kami menyembah alloh itu menghadap kiblat semua... jdi sembah lah yg maha pemcipta alam";no
mayat siapa emang?;no
jangan emosi itu kan yg di salib mayat;no
mau minimalkan korban sipil tp sipilnya juga banyak diprovokasi hamas bahkan dijadikan tameng oleh hamas. ini perang mengerikan jauh lebih sadis dari rusia vs ukrania;no
batu itu benda mati, kekal dalam kematiannya, ya sembahlah batu yang kekal itu. 😛;no
kami itu orang yg otak nya jalan... bukan batu yg kami sembah tapi yg maha kekal yg abadi pencipta alam ini... bukan kaya kamu mayat di sembah... buka lah otak dan pikiran kamu bisa minta apa kamu sama mayat;no
betul skali;no
"alhamdulilah, siap"" saudaraku muslim seluruhnya, mari mati syahid membela agama islam, agama yang diridhoi allah swt, lillahita'ala karena allah swt semata,mari menyongsong mati syahid karena membela kebenaran, akhir perjuangan hidup di dunia ini,allahuakbar allahuakbar allahuakbar!!!";no
kami tdk pernah menyembah batu... yg aku sembah adalah alloh yg maha besar...yg kekal abadi pencipta alam semesta;no
bersihkan sampai ke akar-akarnya hammas.....jika tidak akan terjadi lagi .;no
hamasnya masih ngumpat di terowongan rahasia bersama sandera,idf layak membasminya..;no
mantab dan maju terus sampai seluruh kawasan gaza berada dibawah kekuasaan israel ! dijamin pasti damai kalau gaza dibawah otoritas penuh israel ! okee !;no
di rusia investor asing pada minggat tapi negara tetap berjalan. jika ini terjadi maka kita jadikan momentum utk memperkuat produksi dlm negeri, sama spt dulu cina menutup diri dg tirai bambunya. karunia allah maha luas dan besar.;no
*bergerak sampai tujuan tercapai*..bisa2 coca cola dkk minggat dari indonesia..vietnam,china siap menerima dg gembira, lalu gak ada satupun investor melirik indonesia..di sinilah kekacauan ekonomi menuju negara gagal dimulai..ayo drun sokong terus hamas n boikot itu.;no
hati2 indonesia..israel bergerak tidak hanya dg militer mereka..ingat yahudi kaya akan figur.di pbb,imf..*bergerak sampai tujuan tercapai*..hati2 mrk bisa menghancurkan pihak2 yg terafiliasi dg hamas lewat ekonomi ato politik tanpa campur tangan militer;no
jika emang hamas percaya nabi-nabi yahudi.. nabi musa… nabi harun.. nabi daud… dsb.. artinya hamas percaya fakta sejarah... tapi buktinya, hamas sangat benci yahudi.. maka seharusnya hamas hapus semua nabi yahudi dari kitabnya... ngapain jg masih percaya... hayoo mas... hapus mas.. wkwkwkwkwk;no
bela dulu yg dekat2, gak usah yg jauh2;no
"bukan kami dulu yg mulai menhina keyakina kamu... teman""kamu lah yg sejak dari awal menghina agama kami yg benar...";no
islam yg netral dan berbudi baik juga banyak yg pro israel..militer israel jg ada yg org arab beragama islam. negara2 arab jg pd pro israel semua..mereka bikin konser besar2an saat gaza dibombardir israel..jd ente mau apa??? ente kpn nyusul raja salman jd pro israel. jgn kebencian mulu yg ada di km;no
orang tahu itu pohon bagus dari mana?dari buahnya.kl buahnya itu kayak kelakuan barbar kayak elu pasti ya pohonnya juga ga bagus..simple man..;no
nah sampean ini yg bikin org gak berempati,, selalu menghina keyakinan org,, lanjutkan congor busukmu berkoar2...;no
kasian lu,kami menyembah tuhan yg menjadi manusia utk misi menyelamatkan manusia.dia wafat tapi bangkit ..kenapa bisa bangkit?krn itu bukti dia tuhan yg hidup.daripada memyembah batu yahh ga level lah..;no
burung ababil belum datang;no
bangkit pada hari ke-3.....;no
mrk ga ngerti urutan apalagi membedakan kalender sebelum dan sesudah masehi..pdhl dari patokan masehi sudah mencerminkan siapa duluan.menghadapi yg kurang waras memang butuh extra kewarasan;no
makanya kalau lemah jgn sok2 bunuh org membakar rumah menembak org siapa saja di jln raya menembak org sdg acara ke agamaan giliran di serang ngaku2 lemah berlindung di rs2 rumah ibadah pengungsian bilang genocida rasakan balasan;no
indonesia mengijinkan hamas membangun gudang senjata di bawah rumah sakitnya...senjata2 yg dipakai membantai festival nova,mencacah bayi2 yahudi dihadapan keluarga mrk,membunuh lansia..di masa lalu islam indonesia membantai non muslim atas nama komunis, membantai non muslim atas nama reformasi !;no
pra serangan israel ke gaza: hamas nyerbu festival nova, mencacah bayi2 di depan ortu n sodaranya,menjadikan mrk sandera,merkosa,membantai..salah satu jenasah wanita jerman diarak telanjang sepanjang jalur gaza, penduduk gaza n muslim seluruh dunia sorak2.;no
itulah hal tsb smp skrg kawin lbh dr satu ya bgt lah brebut warisan...mkx islam nyatakan nikah lbh baik satu...;no
malu karena berperang dgn lawan yg tidak sepandan;no
seharus nya pm israil ini di bombardir;no
membangun mesjid al aqsa di atas pondasi kuil salomo. sekarang kamu bisa mikir? siapa yang punya sejarah berikut bukti2 definitif disana? skrg apa bukti yang kamu miliki sebagai dasar klaim palestina pemilik/ penghuni wilayah itu? meski jahudi prnh diaspora, selalu ada suku2 israel yg tinggal disana;no
knp cm 1948 mundur ke 1920? sekalian aja ke awalnya: kuil pertama jahudi di bangun thn 957 (sblm masehi) oleh salomo (islam sebut sulaiman). bukti lain jahudi adlh tembok ratapan. thn 715 masehi, bani ummaiyah dipimpin khalifah al-walid i;no
israel & palestina adlh 2 saudara tiri (keturunan dr 2 istri abraham/ibrahim) yg sedang memperebutkan tanah warisan dari moyang mereka, jadi kita harus bijak dalam membela salah satu dari mereka.;no
mantabbb...;no
knp cm 1948 mundur ke 1920? sekalian aja ke awalnya: kuil pertama jahudi di bangun thn 957 (sblm masehi) oleh salomo (islam sebut sulaiman). bukti lain jahudi adlh tembok ratapan. thn 715 (masehi) bani ummayah dipimpin khalifah al-walid i membangun mesjid al aqsa diatas pondasi kuil. skrg bs mikir?;no
hayo...beginilah tipikal hamas membinasakan org dianggap halal.tp nanti diserang balik mewek2 minta kemanusiaan..yg jantan lah.;no
kaya tau sejarah aja lu dul, dari komen lu aja ketauan banget lu ga ngerti sejarah sama sekali, belajar dulu dul.;no
begitulah manusia propaganda plng jago ngibul, jng buat gencatan senjata, habiskan sehabis habis nya hamas, ratakan biar tdk bangkit lagi, yg dlm kenyataan nya memang sdh rata;no
jelas sudah negara ukraina berperang lawan rusia .....tapi kok beda ya....????? sama palestina (hamas ????) lawan israel..;no
belajar dari israel jika ingin disegani dunia kuasi iptek;no
kalo ga tau & tdk mengerti jangan urusin kitab suci orang;no
kalau lawan terus jangan minta dikasihani manusia apalagi negara lain..gunakan kemampuan hamas;no
lebih baik seluruh dunia minta hamas kibarka bendera putih..kluar dari got...itu lbh masuk akal;no
mayan jutaan hufft;no
penduduk palestina sudah ada di tanah yg diduduki israel sekarang sejak 1920, gw balik tanya dimana penduduk yahudi ditahun 1920? nyebar diberbagai negara. kenapa palestina ga merdeka padahal mereka sudah ada di wilayah tersebut dr awal, kan tau sendiri intervensi luar;no
saat hamas tembak ribuan roket ke israel.. seluruh dunia bisu.. buta.. tuli... ribuan warga israel sedang pesta dibunuh... ratusan lainnya (masih) disandera... hamas sorak-sorai... giliran israel membalas... hamas teriak-teriak... kemanusiaan.... kemanusiaan.... sambil mewek-mewek.. wkwkwkwkwkkkkk;no
lawan terus penjajah zionis israel;no
"pndukung teroris hamas ini pd bljr sjrh & dpt info drmn y?tdk perlu sulit"" cari buku atau dgr ceramah yg memprovokasi. buka kitab kalian sj yg muslim, baca mengenai israel, d sana ada trtulis. kalian hrsny bljr dr gus dur yg ilmu agama & wawasanny luas, bukan dr ulama""/habib"" asal jd/asal ngaku.";no
selama ada kesempatan musnahin tikus got mau dituduh apa kek kg bakal diperduliin;no
niy orang sangat halal untuk di binasakan;no
sudahlah nggak perlu,dibahas..!! nggak level bicara dengan pemikiran yg nggak cerdas...!!haaaaaaaa..;no
dunia mana?kl dunia hamas mana kenal kemanusiaan.di arab?kl kamu membunuh kamu pun harus membayar dgn darah.hamas duluan membantai dan menyandera.mana kemanusiaannya?.hayo tunjukkan kl kamu mampu berpikir normal.kl cuma bisa doa jelek yahhh itu yg abnormal;no
yang mati bunuh diri pakai racun sianida karna frustasi tak bisa mengalahkan bangsa yahudi. semua junjungannya mati keracunan. kasian deh lu...;no
betul sekali habiskan teroris hamas sampai rata buat masala harus berani bertanggung jawab;no
"kalau sejarahmu hanya dari ""from the the river to the sea"", ya pantas saja banyak ngawurnya. sejarah israel dari gunung sion!";no
terorisme menurut kbbi didefinisikan sebagai penggunaan kekerasan untuk menimbulkan ketakutan dalam usaha mencapai tujuan (terutama tujuan politik). berlaku bagi siapapun pelakunya, asalnya dsb.;no
tuntaskan....;no
saat hamas tembak ribuan roket ke israel.. seluruh dunia bisu.. buta.. tuli... ribuan warga israel sedang pesta dibunuh... ratusan lainnya (masih) disandera... hamas sorak-sorai... giliran israel membalas... hamas teriak-teriak kemanusiaan.. kemanusiaan.... mana hati nur aini ???;no
ucapan tidak baik / kutukan akan kembali pada asalnya, sebab tuhan tidak akan ikuti keinginanmu (setan), tetapi iblis yang lewat akan di beri kuasa untukmu mengalaminya sendiri. t i d a k amin;no
palestina hanyalah identitas buatan bangsa arab supaya israel tidak menguasai daerah disana. namun, jelas di kitab tertulisnya kerajaan dan raja raja israel.;no
semoga hari mu menyedihkan dan ditabrak mobil atau motor,...amiinn..;no
capek banget bro ngejelasin sama si rio doil itu.otaknya cetek gak akan nangkap.;no
"seturut ceritamu ini; israel proklamasi kemerdekaannya 14 mei 1948, di wilayah yg tadinya jajahan khilafah ottoman (turkiye). lalu dimana yg namanya negara palestina? deklarasi kemerdekaan palestina 15 nop 1988 di aljazair, bukan di palestina, lho! coba minta anak sd kls 1 u/ mengetahui perbedaannya";no
hamas itu jg tipu2,mau melepas sandera 50-100 aja mesti minta imbalan 300 napi nya palestina.yg bener aja lu ham.udah lu berbuat lu masih ngelunjak.hamas tdk tahu diri,siapa yg ga ngamuk..siapkan diri lah..;no
pengalaman anda sendiri ??;no
hajar hamas.....sampai lumat👍;no
intinya hukum alam. negara yg kuat dan maju bisa caplok yang lemah. palestina selama ini ngapain aja, temenan sama terorist. indonesia juga harus perkuat pertahanan kalau ngak bisa bernasib sama suatu saat.;no
jadi jelas ya. sampai tujuan tercapai baru berhenti.;no
siapa yg gk marah klu lagi enak bobok siang tiba2 rumah di bom di rudal tanpa salah dn dosa smp2 ada yg tewas itulah sebab nya israel marah dn maraaahhh ini bicara logika yg gampang sj gk usah bicara ke sejarah pjg ceritanya mk nya ngamuuukk lah israel smp skrg;no
indo juga harusnya ikut klaim wilayah asean yg luas berdasarkan kitab kuno majapahit. lihat cina pun sama pakai peta kuno jaman kaisarnya dgn nine dash line. buktinya israel bisa tuh kuasain palestina pakai kitab kuno nya bosku;no
biasa mrk suka memperkosa dan memutarbalikkan sejarah. bodoh boleh tapi jgn terlalu bodoh bs menfhalalkan segala cara utk tujuan.;no
kamu klu tidak tahu sejarah kamu tidak usah kasih komen yg ada juga israel mencaplok tanah palestina, israel tidak punya tanah dipalestina. kamu baca sejarah dulu baru ngoceh;no
"amos 1:6-8 (tb) 6 beginilah firman tuhan: ""karena tiga perbuatan jahat gaza, bahkan empat, aku tidak akan menarik kembali keputusan-ku: oleh karena mereka telah mengangkut ke dalam pembuangan suatu bangsa seluruhnya, untuk diserahkan kepada edom, 7 aku akan melepas api ke dalam tembok gaza, sehingg";no
orang israel adalah umat pilihan tuhan, yg memberikan kepada mereka tanah yg dijanjikan allah yhwh lewat musa, kpd umat pilihanya untuk di tempati turun temurun. kerna sering bebal nengabaikan titah allah pernah ter usir dari tanah miliknya lalu di garap oleh penjajah,dan mardeka kembali di 1948.;no
free palestina;no
israel itu ga ada tanah sebelum 1948, dksih sm inggris tanah disebagian tanah palestina. makin hari makin lebar ekspansinya dari awal tanah 10:90 sekarang uda jadi 90:10. makanya walo benci baca sejarah;no
tidak ada yang bisa menghentikannya, yakinlah !!!;no
anaknya netanyahu di culik aja di as...;no
"""penak jamanku to"" -opa htler";no
gara2 hamas yg lebih dulu memprovokasi, membuat israel ngamuk. makanya jgn bangunkan singa tidur.;no
palestina menderita krn kelakuannya sendiri, pdhal sdh enak2 dikasih tinggal di tanah israel dan fasilitas jg dikasih oleh israel.;no
semoga semua tujuannya segera tercapai ya mr. nyetanyahu. agar perang ini bisa diakhiri.;no
hamas menculik warga yg tdk melawan, israel menahan para pejuang hamas yg melawan israel, tapi yg fatal adalah hamas menbunuh rakyat sipil yg tdk bersalah di rumah2 sipil lbh fatal dr terorisme;no
palestin justru senang klu jamas dimusnahlan oleh israel ...;no
lanjutkan perjuanganmu kawan....;no
sangar... biar diancam begitu jg,negara2 liga arab gak ada yg berani berkutik.bisanya cuma mengutuk tnp aksi. mudah2an ada yg binasa salah satunya entah itu siapa biar perang berakhir...;no
jangan mimpi hidup tenang diatas penderitaan rakyat palestina kau.. from the river to the sea.. palestina will be free..;no
lanjutkan.....;no
kalau didesa-desa yg selalu dapat bantuan dari pemerintah biasanya pamili-pamili perangkat desa, kadus, pihak rt yg diutamakan sanak pamili, itu sudah lama berselang, kalau ada bantuan, yg mestinya dapat, tidak menerima;no
kaga ada faedahnya lebih baik duitnya buat bikin pembangkit listrik yg banyak liat di sulawesi krisis tiap minggu ada pemadaman bergilir terus bosku;no
ha ha ha...terima rice cookernya pilih sesuai hati nurani. listrik nanti pake aki motor...;no
pembagian rice cooker ini sampai ke pelosok2 desa di luar jawa nggak ya..;no
apalagi yg daya listriknya cuma 450, dpt ya langsung dijual;no
proyek cuci gudang, lumayan fee-nya ..kerja..kerja..kerja..proyek..proyek .proyek...cuan...cuan...cuan;no
biar menang pilpres, bagi bagi rice cooker;no
kebijakan aneh, bagi2 produk pabrik swasta & dpt fee dari produsen. cari cuan aja. ntar 6 bulan rusak jadi rongsokan;no
inilah negeri dagelan urus negara hanya coba2 yg penting berkuasa;no
kurang tepat dalam hal ini buat yg kurang mampu..;no
listrik dinaikin lalu bagi2 rice cooker;no
hehehe betul, cucu saya mlh saya suruh jadi wn jerman saja :);no
"kok enak ? ga hapal uud 45 kok jadi wni, saya aja sdh jadi wni ga salah apa"" dipersulit oleh pemerintah. coba rasakan dulu masa sulitmu!!!!";no
mrk lbh enak jadi wn sg mas bro .... lebih kejamin;no
"betul sekali dlm pekerjaan seharusnya,nggak ada system kontrak""bila diterima ya sudah sbg karyawan tetap,jadi lebih jelas hal pekerjaan...betul pa betul";no
terus keuntungannya menjadi wni apa ya? bukannya skrg sedang diambang bonus demografi dengan lapangan kerja yg semakin ketat, biaya pendidikan yg tinggi dibanding di ln gratis yg kekurangan penduduk;no
oooo isrimewa itu biaya lebih murah to...;no
prakteknya tidak segampang itu,ini konoha rp 5jt bisa membengkak menjadi rp 500jt, banyak oknum bermain,biaya siluman nya sangat kejam;no
ini program yg sangat bagus, harusnya diberlakukan sepanjang masa. banyak anak2 wni diluar negeri yg pastinya perlu program ini dimasa yg akan datang.;no
tni al gak jaga perbatasan disana apa ya, kok kebobolan pd dateng mulu?;no
padahal dulu asik makan duit dari donasi xixi;no
bangladesh aja yg negara asalnya pusing. ga mau nerima lagi. boro boro yg di seberang lautan.;no
trus solusi lu apaan;no
kejam kalian yg menolak mahluk allah,dunia ini punya siapa,yg menolak akan ditolak iman islamnya,mereka adalah manusia muslim pula,orang cina saja boleh tinggal disini selama lamanya,apa kalian takut miskin,manusia yg beriman mustahil menolak mahluk allah,;no
jangan dong.kasihani mereka.biarkan bertamu dulu.beri makanlah.ingat dong saat aceh kna tsunami.kan cepat ingin bantuan datang.kalo sudah kuat .mungkin mereka dibantu pemerintah indonesia atau negara lain kasihan mereka kan manusia juga..coba kita tempatkan diri kitadi posisinya.;no
saya kurang begitu setuju dengan respon warga aceh yang ingin mendorong pengungsi rohingya ke laut. namun, saya juga tidak setuju jika pengungsi rohingya akan tinggal tetap di aceh, karena ketidakpercayaan warga aceh terhadap pengungsi rohingya yang tidak menyenangkan dalam berinteraksi🧐;no
yang jadi masalah, kenapa oknum orang kristen, oknum yah, malah mendukung israel membantai warga palestina, sedangkan palestina itu nggak hanya ada muslim aja loh, kristen juga banyak disana.;no
pengungsi yg dibolehkan cuman yg palestina aja guys. standar ganda motor kaum batu;no
ya tau, tapi mereka khan udah terpecah belah dieropa, sampe dibantai hitler trus bilang, aku sisakan mereka ( yahudi) agar kalian tau sifat sebenarnya dari mereka.;no
pusing sendiri, kok tidak pakai agama yg sekarang;no
nah tuh....sekalian bikinin ktp dah deket pemilu;no
saya gak habis pikir, seperti itukah kelakuan masyarakat aceh, yg katanya islami, bersyariat, serambi mekah, tapi bersikap seperti itu terhadap pengungsi muslim, yg lg sangat membutuhkan bantuan tempat tinggal dimana ia ditindas di kampung mereka sendiri;no
liatlah anak2 kecil itu..mereka hrs ikut menanggung derita lari kemana2 hny sekedar utk bs hidup tenang..bgmn jika mereka adlh kita?? anak2 kita??? lupakan siapa rohingya tp liatlah anak2 kecil itu!!!!;no
yaudah lu tampung dong mereka di rumah mu jgn cm ngomong doang;no
makanya ada pepatah di indonesia, dimana bumi dipijak disitu langit kita junjung, baru aman, jgn kyk sblh, dimana bumi dipijak disitu syariah dipaksakan itu ngaur dan tidak fair;no
faktanya di aceh pun rohingya perkosa perempuan aceh.;no
orang myanmarnya yg rasis gak ngasih kesempatan kerja, berusaha yg sama, makanya orang rohingya miskin2 krana dibatasi akses kehidupannya, suruh tinggal dipesisir ajah;no
belajar dari pengalaman zionis israel yg dulu jadi pengungsi ke palestina, makanya warga lokal aceh hati2 sekali krana gakau tanah mereka direbut apalagi sampai balik terusir seperti palestina;no
sodara seiman.... eh, ga mau diakuin sodara;no
nanti anda rasakan klo mereka lama2 disini,,,nikmatin saja,,tapi lebih bagus anda tinggal di dekat penampungan mereka,,..jadi lebih cepat tau tabiat2 org begini bagaimana,,;no
ah, masakan kaya gitu !;no
perilaku mereka memang beda yg membuat masyarakat setempat yg menampungx sementara dibuat sebel&kesal ....;no
pemerintah perlu jelaskan mengapa mereka terusir dari negaranya ?;no
mereka bukannya awalnya asalnya dari bangladesh? kenapa gak balik ke bangladesh aja?;no
yg terbaik gak diterima usir kembali ke negaranya. kan mereka punya negara sendiri.;no
dulu yg tereak2 bela rohingnya di patung kuda pada kemana??;no
kalau kita tampung, justru artinya kita mendukung smugler dan perdagangan manusia. pengungsi rohingya juga kebanyakan, tampa undang-undang yang jelas, kita tidak bisa menampung karena penduduk sendiri juga sudah banyak;no
sudah menjadi langganan para pengungsi rohingya itu pasti tujuannya propinsi aceh.karena merasa lebih enak dan nyaman tidur makan gratis.lama lama bisa jadi wni;no
bayangkan kalo anies jadi presiden, wni terusir oleh pengungsi rohingya dan gaza.... kacau balau dah;no
kembalikan ke negara asal. bikin masalah!;no
bkn tampungx tp kelanjutan hidup. penghifupan siapa yg jamin, kmd yg nyusul ada lg terus.....siapa jamin....;no
gajah di seberang lautan tampak jelas, semut di depan mata tdk kelihatan. kemaren2 di akui saudaro. sekarang di hujat. makanya jangan sembarangan bacot saudaro, kenal kagak. akhirnya setelah tahu sifat aslinya menolak kan.;no
ini bukan soal agama lagi tapi pengungsi rohingya tidak punya sopan santun, rawan berbuat kriminal, pemerkosaan, dll tapi mental victim. bukannya berasimilasi dengan budaya sekitar malah bikin kampung etnis sendiri dan mengusik penduduk lokal. plis ya nelayan di aceh juga miskin2 jgn paksa bantu;no
seimam tp tidak mau menampung dan disia²kan kasihan ,drpd mendukung palestina yg tdk jelas permasalahannya lbh baik menampung mereka yg benar² tersiksa benar² munafik;no
pengungsi apapaun agama dan ras harus ditampung ...itu sesuai dengan sila 2 pancasila;no
semut di seberang lautan tampak jelas, sementara gajah di depan mata tidak terlihat. inilah masalah besar di depan mata dan di pantai indonesia. seharusnya ditangani dgn baik. sama dgn pengungsi vietnam (duluuu) di pulau galang. mereka terusir dan terdiskriminasi di negaranya. mereka juga manusia.;no
sy baca dibanyak artikel..di myanmar sebenarnya mrk diperlakukan baik kalo gak rajin melecehkan gadis2 myanmar,menjarah, merampok..inyonk punya teman2 myanmar di sini..orang myanmar itu halus2,senang ngalah,benci konfrontasi..rohingyajd nelayan/petani ngeluh..maunya disuapin mulu.;no
cocok la di aceh, sesama muslim mesti membantu;no
imigran muslim korban jihad dg khayalan khilafah..pantas belajar mannernya imigran tibet, imigran2 kebiadaban islam ( yazidi korban isis, koptik ,yahudi)..di eropa maupun asia mrk anteng..mau kerja keras tdk ngemis bantuan mulu..menghormati adat setempat pulak.;no
"nggak perlu pd ribut"" hal pengungsi tsb,pd intinya pemerintah nggak tegas dlm pelarian wa ke-negeri ini,nggak segera diatasi,karena juga menyangkut hal makan dll,sedangkan negeri saat ini nggak stabil hal ekonomi,krjan dll jadi pd,intinya nggak perlu coment"" yg nggak jelas serta saling ribut""..!!!";no
koar2 bela palestina, saudara sendiri di depan mata butuh pertolongan malah diusir;no
palestina sesama agama di bela, ini jg sesama agama toh ? kok gak ditolong;no
sdh tahu kejadian berulang, menampung pengungsi yg nantinya membuat masalah juga;no
jangan rasis bung, sampeankan jg ngga ikut bantu;no
kita liat apa yg akan dilakukan sri baginda jokowe ...paling didiemin ga jelas, kaya anaknya yg suka ghosting...kalau sampe terjadi konflik gede, baru mulai kerja dia.;no
yg aneh.. kenapa pengungsi2 palestina cari suaka bukannya ke saudi, qatar atau iran.. tapi pd ke negara2 barat.. amrik, kanada, uk..;no
setuju tolong diri sendiri dulu, kita masi banyak yg miskin, kalo sekaya amerika baru, bisa tolong, makanya jangan sampe kaya myanmar membela diktator, moga2 nggak si yah, tapi jgn bela juga yg suka ganti hukum ehm;no
bedanya orang ini dengan oranh palestina apa? menurut saya sama menderita dan susahnya, semua sama bisa terbunuh di negaranya sendiri, bedanya kita selalu bengok2x bela palestina to?!, setaju saya rohingnya juga beragama islam?, ayo jokowi dan semua capresnya menolong mereka.;no
"apa nggak lihat inggris, perancis, jerman, itali, swedia & negara2 eropa lainnya yg skrg sdh mulai klihatan ""jatuh"" krn ulah imigran2 ekstrimis. skrng mereka mulai menguasai, ngelunjak, bikin onar, bahkan sdh brani pngin ngganti hukum dg syariah. ingat, sepotong puntung api rokok bsa membakar hutan.";no
eh janganlah engkau menghakimi.kau pukirkan kedepannya kau terima mereka.masyarakat indonesia aja masih banyak yg gak makan,boro boro mau membantu mereka? pakai otakmu,masalah azab mu itu,kan bukan kau juga tuhan.gak usahlah kita indonesia ini sok jadi pahlawan kesiangan.sadar diri dulu.;no
ini akibat kejamnya pemerintahan myamar sama kaya yahudi .ngusir org dr daerahnya.membunuh membakar dan memperkosa istri di depan suami dan anak2nya...moga kalian org myamar yg menyiksa dpt azab dunia dan akhirat.aamiin.;no
hayooo.. hayooo... hayooo... mana nih capres yg mau import korban perang hamas vs israel..... kok belum ada wacana tampung pengungsi rohingya di rumahnya.... katanya sodara kita... sodara kita... sodara kita.... mana sodara kita.... wkwkwkwkwkkk;no
pemerintah sedang sibuk urus politik.;no
lebih gampang teriak aja, toh kan jauh di sana. tapi depan mata kan gak cukup teriak, harus bertindak. giliran bertindak kan pada nyumput;no
kok fahira idris ngak demo sih. kemaren demo save rohingya. nih udh datang nih rohingyanya, muncul dong fahira.;no
wkwkw cepet amat di jawab om;no
si fahira tuh.;no
g ada agama, trz tentram? kiamat nama na.. ngaco.. mabuk lem ente.. apa yg tjd skrg, y emg udh jln cerita dr sutradara..;no
pengungsi ga tau diri gini jgn ditampung lah. kirim ke australia yg selalu sok bela ham itu lho;no
berdemo kan karna nasi bungkus gimana sih....;no
"""free free rohingya""";no
seandainya tidak ada yg namanya agama dimuka bumi ini, pastilah sudah aman tentram, agama mengkotak2an manusia, agama bikinan manusia tapi di percaya bikinan tuhan..... dan masing2 merasa paling benar.....;no
soal bela palestina indonesia dengan segala macam rekayasa politik menyatakan menderita karena ulah israel, kenapa pengungsi rohignya korban perang tidak diperlakukan seperti dukungan pada palestina? ada apa dengan muslim indonesia?;no
wah ternyata jahat juga ya ...;no
ada capres yg pengen adopsi anak2 palestina. egk usah jauh, ini juga anak manusia, mau adopsi, mana yg teriak mengecam perang timur tengah, kok diam aja pada;no
inilah beda kenyataan dgn propaganda. memang gampang merasa hebat dgn teriak2 membela jutaan rakyat palestina yg jauh di mata. tp begitu ada 200 orang saja yg nyata di depan kita butuh pertolongan, ternyata kita tidak sanggup, kan?;no
ntar org aceh di perkosa lg deh;no
sayang yang datang pengungsi rohingnya, coba kalau yang datang pengungsi palestina, mungkin penerimaan nya berbeda.;no
hahahahahahhhhhhhhn;no
hahahahahahhhhhhhhhh;no
"apa kabar yg pernah bilang ""apa susahnya membawa anak² palestina ke indonesia""...? ini lho baru 250 orang rohingya, allah menjawab pertanyaanmu..?";no
"suatu saat biarkan mereka merasakan sendiri ulah ""sodaranya""";no
kalau yg datang pengungsi palestina bagaimana ya reaksinya?;no
siap2 bikin rusuh;no
menanam bibit teroris di indonesia.;no
gak islam jg kok. di eropa 6 juta yahudi di bantai;no
sesama muslim katanya bersaudara tapi koch kenyataannya .... 🥲;no
bentuk penjajahan baru...;no
yang bikin kacau ya orang macam pak yusuf kalla, cuma mikirin grup usaha keluarga, minta fasilitas khusus, tapi selalu merecoki negara. belum lagi setahun politik ini, paslon capres cuma bisa menjelekkan pemerintah yang seharusnya didukung supaya ekonomi dan keamanan nkri terus melesat;no
yusuf kalla pasti hanya mikirin grup nya...kalla grup...mau jadi penguasa di indonesia sehingga anti investor asing. jadi mirip komunis..anti investor asing;no
coba masukin investasi china, naik jadi 18%, tapi sayang lo mau investasi asing, tapi investastor ga boleh bawa kuli. wkwkwkwk. sedih.;no
kalau soal investor lebih senang ke vietnam atau thailand bukan soal hukum dan politik disini,tetapi lebih kpd maraknya demo2 buruh, sdm yg msh dibawah rata2 dan boikot2 produk yg sulit diprediksi oleh produsen atau investor.;no
yaa..jadi gembar gembor masih dibawah?;no
terima kasih paman;no
gombloh ini orang, namanya aparatur di wilayah desa itu babinkam harus ikut serta dalam setiap hal kegiatan diwilayahnya.inilah manusia apatis dan sllu berpikir negatif. mereka itu sdh demikian tugas wilayah;no
malaikat maut plg takut ama intel.. iy lah.. mrk kan g takut mati..;no
sok tertindas, kemana aja bro hampir 10th berkuasa. sok partai paling terzalimi mau cari simpati, lalu bilang partai wong cilik. bangsa kita dan ibu pertiwi di ciptakan utk jadi bangsa yg besar, malu sama pejuang yg rela mati utk puta putri bangsa yg hidup skrng. udh lam cape adu gagasan aja;no
