text;label
hahaha pasangan pandai bacot;yes
juga gratis bbm . teruslah tebar janji . anggap saja orang indonesia goblok semua . mudah terbuai mulut manis . tidak ada hukum yang bisa menjerat jika nanti setelah kau jadi wapres . ingkar janji . ;yes
manungso indonesia teriak2 kemanuasiaan tentang palestina . lah ini ada yang lebih parah , tapi kaum munafik pada tiarap semuanya . dibantu dong . mereka kan juga perlu merdeka . merdeka dari penindasaan . mana ini menteri nya dan jokowek yang teriak2 biadab dan penjajah !;yes
hei jokowi . kami rakyat indonesia menolak dengan tegas ikn di kaltim karena itu cuma akal bulus mu agar mudah mengeruk kekayaan alam kalimantan;yes
anda punya perilaku hoax dan bejat . sepertinya anda antek asing . wkwkwk;yes
lo tidak tahu apa apa tentang firman allah di dalam alkitab karena ajaran lo itu ajaran sesat apalagi hamas makanya perjuangan hamas itu perjuangan buta tidak ada jalan untuk tercapai . lo baca baik baik penjelasan saya secara menyeluruh bahwa saya dan orang kristen lain tidak membela bangsa israel . ;yes
halah . kekuatan fisik kayaknya kurang , gaya tackle kayaknya bocah tak , budaya wasit liga 1 goblok2 . terus mau sampai kapan ? diberitau yang baik , malah melotot .;yes
kok memilih capred blasteran arab yaman ! ? emangx putera aseli nkri tidak ada lagi yang sanggup jadi pelesiden ? ! jahaha . tebar angin sorga !;yes
seanjingnya anjing jantan . dia tau kalau anjing betina itu pasangannya . ini kelompok lgbtq manusia yang di anugerahi akal malah lebih parah kelakuannya dari anjing busuk , dan yang lebih gila lagi negara dan pemuka agama yang membolehkan nikah sesama jenis . ;yes
tentara israel menyerang rumah sakit tanpa ada rasa perikemanusiaan;yes
mbahnya teroris ya israel kalau sudah seperti ini . etika perang tidak ada lagi . hukum internasional di labrak . anehnya lagi banyak orang pesek yang mendukung;yes
ada hikmahx antar pendekar2 sekarang baku tembak hahaha . mereka kan manusia biasa juga lah tidak luput ke kesalahan .;yes
min sarimin kamu sama capres kamu mending mikul kayu sono dijual biar dapet uang dari pada mengoceh di kompas tidak mutu;yes
hafal quran enggak perlu tunggu jenius tong . ente saja yang kuper;yes
cuma kumpulan manusia pengecut biadab yang perkosa bocah perempuan , memenggal kepala bayi , menyandera bayi , balita dan nenek-nenek . benar-benar bangsat rendah;yes
karena simpatisan isis , hamas , boko haram yang mendukung amin untuk mengacaukan indonesia melalui terorisme . efei dan hatei pasti kecewa;yes
cantik-cantik penipu , kalau dimasukin ke dalam sel pria bagaimana pakai polisi . pasti mantap itu !;yes
bukannya yang hobi minum susu onta campur jus semangka lu ? kok jadi playing victim ?;yes
moral biadab dasar papua hitam .;yes
bud abud mbokyo ngoco ngono loh ben weruh wajahmu iku koyo opo;yes
memang siapa sih pengecut hamas laknatullah bikin susah saja;yes
ngomel2 penyembah puting takut kalah dengan kedatangan leopard dan abrams m1 . setiap negara wajib lapor kalau tanahnya di curi . puting payudara memang suka curi tanah tetangganya;yes
beginilah keluarga jokowi yang harus kekuasaan . istri , anak , mantu , adik ipar semua sana haus kekuasaan dan kekuasaan;yes
belum apa sih planga plongo sudah mau tambah masalah . kemarin mk , sekarang mk . besok balik lagi ke desa menjadi wong ndeso mas gib .;yes
tidak usah halusinasi . rakyat sudah cerdas dan waras . pemimpin terbaik bagi bangsa indonesia adalah pak anies baswedan . bisa diadu head tapi head . pribumi dan umat islam jangan tolol dan bermental kere yang lemah iman karena sembako dan uang receh .;yes
cocot mu pas nek disampluk layah isi sambel;yes
wes . pura2 dungu wae , wong seng di adepi uwong dungu anakke uwong dungu . tapi hebat wong dadi pemimpin , anake dadi wakil rakyat . lah berarti lebih hebat maning nkri dipimpin uwong2 dungu;yes
habisin gan . kalian itu sbnr nya superior . biar kan janda2 ankce gemoy kirim ke sini y . sebentar lagi naturalisasi . jadi tkw .;yes
mampus kau kan . dulu sok dukung negara israel . sekarang rasakan negara kamu susah . hajar lah rusia . ura;yes
dikit amat sih debatnya . bikin kayak , 10 kali . biar ketahuan capres cawapres yang rada tolol tolol banget yang mana .;yes
memilukan , saudara makan saudara , . itu yang curang .;yes
sudah mulai putus asa ya ? sudah kayak anjing gila yang berusaha gigit ekornya sendiri , . mutar mutar sambil kaing2 sendiri . !;yes
kadrun mana mengerti kedaulatan negara . mengerti kedaulatan negara sama yahudi , singapura , timor leste . yang ada persaudaraan muslim yang rentan baku hantam seperti negara asal rohingya , bangladesh . disiplin berjihad sampai tidak punya negara wkwkwk;yes
dari deretan yang bicara sudah kelihatan intolerannya , yaman bapak intoleran;yes
pernyataan sampah ! memang eloe ? ?;yes
ketika jari jauh lebih cepat daripada kaki;yes
usir semua pengungsi rohingya dari indonesia ! kalau perlu tenggelamkan kapalnya di tengah laut ! kemana angkatan laut yang menjaga lautan indonesia ? kok lautan indonesia bisa ditembus oleh pengungsi rohingya ? !;yes
mad fikih , . . . soal kibul kelompokmulah jagonya . tuhan dan ugamamu saja kau kadali , kau pelintir , dan kau jual demi hasrat birahimu .;yes
mending jadi pesinden di yaman saja mumpung lagi trending itu ;yes
tergantung perspektifmu . makanya , kalau baca qur an , sekalian baca terjemahannya juga biar paham . israel di sebut2 sampai 41x tanpa 1x pun menyebut palestina . mungkin realitas ini terlalu berat buatmu sih kakek yang selalu minum bata , membanyaki minum jamu kuat saja , tidak usah baca kitab yang bikin kamu bingung;yes
otakmu itu yang kebanyakan direndem kencing onta . kamu main kurang jauh . gue berteman dengan yahudi dan mereka baik2 . tidak kaya lu rasis bigot biadab . ;yes
anjing kamu menyalahkan pdip jokowi anak jokowi cawapres prabowo yang ketemu kamu menyalahkan pdip dasar anjing kurap kamu;yes
congkak sekali yaman yang satu ini , .;yes
dari deretan juru bicara sudah kelihatan intolerannya , yaman bapak intoleran;yes
mungkin pak suhartoyo tidak bisa di lobi , jadi sih brewok biadab . kepanasan jalan mulusnya terganggu .;yes
anwar usman manusia tidak punya kemaluan;yes
makin jelas lagi kartumu , selain sih biadab yang sok pintar tapi cengeng pengecut , beraninya Cuma rame rame , kelakuan persis anjing berani saat gerombolan . mereka yang korps seragam sangat gue kenal tidak bakalan nurut sama kamu . komen yang baik saja . kalau tidak mampu , diam membaca membuat kamu kelihatan lebih pintar;yes
otak kamu yang salah . ;yes
apakah sih dosen akan di penggal . potong leher seperti di prancis ? islam , islam . !;yes
israel penjajah dan pelaku hellocoust yang tidak layak ada dimuka bumi . cukup dikucilkan dari pergaulan dan akan binasa .;yes
ngeri kalau duet badut ini yang menang , politik identitas , kerja tidak jelas;yes
kok goblok sih ? putusin tali pakai tangan ? ?;yes
kehebatan kata-kata klaim itu memang sangat dahsyat membahana , menyatakan gratis makan minum susu di seluruh indonesia , walau sebagai semple contoh di setiap prop kota itu ada satu sekolah ibu hamil itu diartikan sudah menyeluruh se indonesia . kata-kata terkadang untuk pembodohan . hati-hati !;yes
maksud ente menantu penghianat sih penghianat ya ? lingkaran penghianat;yes
masa bodoh keturunan apa kayak kalau mengomong pakai hati jangan pakai dengkul banyak bacot;yes
bacot jago kerja keras . makanya abud antitesa jokowi , selalu bersebrangan . makanya dki ancuuur;yes
halah ribet lo semua penipu yang gagal move on . tipuin saja lah orang  berduit lo semua . termasuk manusia2 yang tidak bisa memanfaatkan teknologi . saya yakin mereka semua juga penipu , sektor mana sih yang tidak ada penipunya . dasar munafik lo semua;yes
manusia biadab , otak binatang ! hukum seumur hidup potong alat vital nya ! ;yes
ojo pilih blasteran bisa rusak dan mundur lagi ini kelompok dungu tapi sok pintar sok paling hebat . cocotnya salah semua;yes
halah anies bisa opo , saya urus tanah sengketa di dki saja disamper ke balai gubernur , yang menemukan malah wagub cemen apa-apa nyuruh eselon , wagub anis sibuk tidak jelas apa saja;yes
benar bermain dengan dua kaki . podo wae firaun jawa;yes
orang waras berotak tahu bisa mbedakan mana perbuatan teroris biadab mana tindakan mbela diri memerangi teroris . orang pintar tau biang kerok perang itu siapa . beda sama yang kaum otak somplak fanatik buta .;yes
banyak hamas pesek lagi sakit hati cuma karena bacot doang . sono ke gaza bantuin saudara2 ente;yes
kencing onta lu pendukung idf pasukan iblis . itu yang di bunuhi pasien . sok tahu lu . ente orang indonesia , hamas itu pejuang . pasukan iblis zionis israel biadab cuma mampunya bantai anak-anak , balita , perempuan , lansia juga warga sipil palestina . ;yes
moga lekas sadar , jangan senakin di rasuki keinginan iblis , setan , jin dllsb . ;yes
sungguh anak yang berbakti . bapak nya yang ninggalkan mereka saja sungguh biadab;yes
manusia punya otak iblis biadab laknat sangat tidak manusiawi;yes
sih yaman cuma jago ngebacot . ? khabar sumur resapan dki ?;yes
tkn prabowo gibran pembohong ;yes
dari omonganmu , memang kelihatan kalau kamu super goblok . siapa kamu ? maksi gouw ? maksi gouw yang goblok berarti . kalau di dunia tuhan tidak berperan dalam kehidupan , terus buat apa kamu di dunia beragama ? kan logikamu sama tololnya di sini . israel menang karena allah abraham , ishak , dan yakub .;yes
sebentar lagi meminta wilayah dan teriak merdeka seperti bangsat arab palestina;yes
lah masih jadi kadrun sejati saja sih dokter gadungan tifu tifu ini , malah saya kasih ijazah dokternya die ini , apa betul dia sked lanjut koas dan jadi dokter ?;yes
wahai orang jawa apa yang dipimpin orang yaman , wong suku oke jawa tidak berminat jadi capres karena menyadari yang bisa jadi presiden njri adalah orang asli jawa;yes
maksud loh bagaimana monyet memang jagoan ente sudah hebat n tidak prret;yes
iwan abut mah banyak dodolnya dr dulu;yes
bukan , , tapi di otaknya penuh dengan ajaran sesat kilafuck;yes
masih ada yang mulia tapi masih pakai keberatan , munafik , sudah putus urat malu sih usman;yes
wkwkwk . orang miskin;yes
tapi para jongos jokowi menghindari berita beginian makanya sepi komen mereka itu sudah dungu ketulungan;yes
ungu . omong kosong;yes
kalau yang mengomong sih anus sih langsung di lepehin . ! ;yes
mencium batu hitam , sambil berdesak desakkan dan injak2an bagaimana pendapatmu ? tanggapi dengan cerdas ! ;yes
tidak ada yang berani dengan antek antek keluarga durjana;yes
lah jelas  waras membela umat manusia , masa bela zombie biadab haus darah .;yes
belum kering makam para korban kanjuruhan . mulai lagi anarkinya . pancet saja klakuane . tidak di malang enggak di sleman . sama saja semua mental tahi .;yes
indonesia sangat bisa seperti singapura jika dan hanya jika islam musnah di indonesia . ! sehingga tidak ada lagi yang buang sampah dan buang tinja ke sungai . ! singapura yang sudah bersih saja bisa dikencingi ber ramai ramai oleh ustadz abdul somad , hua ha ha ha . !;yes
pret dasar group kadrun loh;yes
yang mengusir juga anggota partai maling jadinya 11 12 indonesia begitu loh;yes
saddam sudah mati biarkan saja . bosan ane sama dia bos . hancurkan israel . rubuhin kalau perlu rs nya .;yes
sontoloyo . tangkepin . buat rusuh . buang ke laut saja;yes
pulau nkri banyak minyak kenapa minyak bbm mahal . ? pom mini saja untung kenapa pertamina yang rugi . ? dasar bangsat semua era sekarang .;yes
mulai ketularan wan kibul , , malah kalau bisa menang min;yes
mungkin kamu sama keluarga juga ngebokep boss , manusiawi boss , asusila;yes
masukkan sel saja dokter tifa dan orisinal , sih ambyar sih mulut kuda nil , mulut lebar itu ke sel , kpu saja menjelaskan ijazah gibran memenuhi syarat , seorang berdua ini masih ngeyel , kurang pekerjaan , datang ketempat saya , ada banyak pekerjaan ditempatku .;yes
maklum sekarang banyak otak separuh otak kaum pajero;yes
memang kaum penyembah puting itu suka memutar balikkan fakta kayak yang disembahnya . maling tanah tetangga .;yes
lah lo mengomong asal jeplak saja kagak pakai otak . tidak usah provokasi masalah  yaman , memang ada apa lo sama yaman ?;yes
tidak tau malu banget ini orang tua , sudah jelas2 salah masih saja mabok , lain kali kalau pada minum jangan mengajak dia , mabok nya rese . yang kayak begini diangkat jadi ketua mk , aduh malu2in yang mulia jokowi saja sama putra mahkotanya;yes
jangan percaya orang yaman , wong negara nya saja ribut melulu , dasar teroris houthi;yes
dulu pernah saya ingatkan lewat komen begini . karena melihat marshel sudah sombong dan belagu . saat itu aku bilang . sadar kamu itu jelek . bersyukur bisa masuk tv . ikut cara tukul yang humble dan pintar berteman . jago berinvestasi juga . kontrakannya ratusan . hingga tidak kekurangan saat tidak ada job di tv . ;yes
cuk ! omongan nya tidak berbobot min sarimin ? !;yes
pasukan idf manusia biadab;yes
yaman tetap yaman . tidak bisa kerja;yes
sebelum gencatan senjata kau bom dulu itu sekolah pbb . kau bunuh dulu itu warga sipil . dasar kau biadab israel . ;yes
dancuk , matamu picek , kupingmu budheg , atimu buthek . mrin . amrin;yes
oo jadi maksudmu kalau mbangun ibu kota suatu negara itu bukan di 1 lokasi tapi banyak lokasi ya anies , berapa kementeriannya dibgi berapa daerah , nanti kantor presiden wakil bd daerah , capres goblok kok diambil sendiri tapi nis anies;yes
kalau anda bodoh simpanlah kebodohanmu jangan pamerkan . israel sejak dulu adalah bangsa , daud , salomo adalah raja mereka . sedangkan palestina bkn bangsa , justru mereka menduduki tanah israel . ;yes
ya betul seribu kali lebi kejam teroris hamas biadab biang kerok perang . karena sengaja menargetkan warga sipil sebanyak2nya . mperkosa , mbunuh lansia balita serta menculik mereka . jika idf menggunakan taktik yang sama dengan teroris hamas , sudah puna itu orang-orang palestina dan gaza .;yes
yang merusak bangsa koruopsi tapi senyum . ustad dan pngurus yyasan atas islam perkos murid . atas islam tipu uang haji . itu yang rusak bangsa masa joget rusak bangsa lebay . tidak guru ngaji cabul banyak;yes
teroris ya begitu , braninya nyandra nyandra , di ajak tarung malah kabur , tabiat kadrun;yes
masih muda , mhs , pintar . mata duitan , tapi kelakuan penipu profesional . anak muda kaya sampah masyarakat . ;yes
narasinya seperti anak baru bisa baca . tapi menurut pengikitnya yang lulusan sd . jangan sampai jadi kadrunesia . bangkrutlah kita;yes
lagi pula puting kutu kupret komunis hanya bisa pakai mode bertahan walaupun rudal2 kutu kupret hanya bisa mghjar bangunan sipil . tapi penyembah puting juga senang rudalnya hanya mampu merusak bangunan doang . uuurra . ;yes
tikus got sudah kepepet jerit2 ke lobangnya tinggal tunggu palanya dipotongin;yes
mampus . sudah . makanya percaya pada tuhan yang maha esa jangan pada manusia;yes
anak ingusan bilang apa . ? ada pepatah di daerah kami itulah sifat ketika orang dungu sudah bisa . memakai sepatu mereka lupa kalau bumi tempat berpijak mereka ;yes
tolol bloon , malu2 warga net kompas saja , semua lewat tes dpr lolos apa tidak , kalau tidak lolos ya tidak bakal di lantik sih firli;yes
. sebagai koordinator transisi regime plonga plongo ke regime gemoy .;yes
pejabat pemda yang pemalas;yes
walkot depok dan anakbuahnya yang pks dan fpi itu punya otak lebih rendah dari hewan keledai pastinya . benar-benar dungu dan gablek buang2 uang . anehnya bahkan fungsi drainasenya tidak jalan , hanya dituttup semen dari atas padahal saluran sumbat dibawahnya . tolol benar walkot depok;yes
kalau sih anus cuma berkoar  tong kosing;yes
jemaat ahmadiyah , penyembah patung porno;yes
kayaknya mereka memang mau buat terjadi perang dunia deh . para kadrun hamas pesek;yes
manusia bejat itu orang yang seperti kamu kuat , orang sudah mati kamu mengomongkan kebaikan supaya menyelamatkan diri dari hukuman , waktu orang itu hidup lu serasa seperti ngobrol sama mak lampir;yes
tidak jelas ente min , kayak tuhan saja kau ,;yes
danie tanroe itu bencong kok bisa datang , kesini o tidak tunggu;yes
ini orang orang dungu sudah tau penguasa serakah dan merusak konstitusi masih kamu bela kelihatan lo jongos jokowi;yes
seluruh warga kalimantan tidak akan pilih anus;yes
tambah amburadul . dibatasi umur karena disaring yang punya gelar sarjana dan punya pengalaman sebagai gubernur . kalau cuma lulusan sama . mau jadi apa negeri kita;yes
bangsa biadab begitu tega menyengsarakan anak kecil . entah siapa yang mengajari gerombolan biadab ini .;yes
kok enak sih penjahat ruli simanjuntak jadi ksad , padahal dia punya harta 50 miliyar . harusnya sih simanjuntak jadi pedagang pengusaha . dasar opung !;yes
mari dukung israel membasmi zombie2 rasis bigot biadab palestina once and for all , demi umat manusia yang lebih baik .;yes
teroris macam hamas yang menyandera tawanan sipil berbagai warga negara , kok dipuja puji . jiwa akal budinya sehat kah ? palestina layak dibela , hamas layak dikutuk . ;yes
otak mu tidak jauh dari lanatullah , ganti namamu jadi anisa itillailah !;yes
orde baru hukum di obral abrik , putusan mk sampai kampanye di depan aparatur juga belum ada tindakan;yes
kok au jadi lucu , munafik sih jelas . gambaran orang tidak nyaho k , moralitas . benar-benar dungu .;yes
paling yang satu gebrak2 meja dan yang satunya lagi plonga plongo . kalau ada ide paling mentok subsidi . hahaha . ;yes
polisi biadab . tidak punya insting terhadap orang tua yang sudah jompo . berat badan 43 kg itu kurus buat orang bule . masa bodoh menembak dengan listrik kejut . didekati saja baik2 tidak akan apa-apa;yes
kok tidak ada yang memberikan semangat kepada wan . ? berarti sudah pintar2 semua .;yes
ini lagi nunggak lapo;yes
kamu doang kali . . buzzer kontol;yes
kalau cuman debat ala kadrun buat apa di hadiri ujung2nya bawa agama dan agama njelek2in pemimpin alasan mengritik pret;yes
yang penting korupsi hukum jalan terus tidak nuruti kadrun2 yang memperlambat kemajuan pasti indonesia jaya diudara kalau terus nuruti kadrun korupsi tetap dibiarkan indonesia stack apalagi dikit2 agama buat tameng;yes
otakmu dungu , bu puan pengalamanx segudang karena basic pendidikanx jelas . ;yes
hmmm . om mahmud memerintahkan fpi ? ke ibunda megawati ? ke mui ? mari kita dukung prabowo yang tidak mau mengutuk israel;yes
telanjangi ? ? yang mengurus dengan kekuasaan atau su ?;yes
apa sih . menyampah banget . !;yes
min sarimin kamu sama capres kamu mending mikul kayu sono dijual dipasar dapat uang dari pada mengoceh di kompas tidak mutu;yes
dibantu cepat ya 72 bidadari jadi kadrun apa ngamuk , apa takut kg kebagian;yes
kadrun , fitnah , hoaks itu  .;yes
keluarga paling bahagia ya kayak begini ini;yes
sama biadabnya , anak balitapun disandera , dasar hamas iblis , zionis sadis . ;yes
saya perhatikan ada mirip2nya dengan napoleon bonaparte yang pernah cekcok dalam penjara dengan . muh . kace murtadin dan napoleon pakai kertas tinja . menjijikkan .;yes
itu yang interupsi dari fraksi apa ? bukannya kadernya juga banyak yang korup ya ? bahkan sampai ada yang meninggal karena azab tuhan . sutan bhatoegana namanya . budaya laten yang bobrok ! ;yes
pemikiran sih abud , sampai lebaran kuda , masalah pembebasan tanah tidak bakal kelar . malah makin rumit . ide itu berarti rakyat yang punya tanah sepetak dijadikan investasi ke jalan tol . sebelum dapat dividen , rakyat nya keburu kelaparan . orang investasi pakai duit yang tidak kepakai duit lebih . mending tanah nya dijual .;yes
wkwkwk cak2 siang siang lagi ngelindur apa kesurupan cak , mengomong seperti orang tidak waras , apa ya tega sampean mengomong begitu bukan kapasitas dan kelas nya cak . terlalluuu7;yes
goblok kamu tidak ketulungan . yang pindah itu kan ibukota pemerintahan . n fokus di situ . . bukan perusahaan2 . bahkan pemerintah bisa melarang eksplorasi perusahaan dengan dalih keamanan ibukota .;yes
ini bukan masalah pancasila bro . , israel menyatakan perang dengan hamas , sudah ada dukungan teknologi yang mumpuni , israel bom gedung gedung yang mayoritas orang sipil dan anak anak , mematikan listrik dan air siyal pun juga itu enggak biadab namanya . takut kalah dengan hamas ?;yes
orang sehat cerdas tidak mungkin pilih no . 2 yang ada gibrannya , bocul bocah nya , hasil karbitan , hasil keputusan sang paman ketua mk yang sudah dipecat . keluarga jokowi yang punya kekuasaan .;yes
? , kalau bukan pemimpin bego ! tapi bego seperti itu , kok bisa , ya , jadi pemimpin medan ?;yes
iya kenapa tidak begitu saja . goblok . begitu saja kok repot .;yes
biarkan semua yahudi berkumpul jadi satu . nantinya akan tinggal di bumi palestina . tidak ada seorang yahudi pun yang akan tersisa . bahkan tanah dan batu akan berkata dimana tempat mereka sembunyi .;yes
blasteran mau bikin ibukota ri pindah ke yaman . dasar otak dodol asal jeplak cocotnya jangan sampai menang golongan garis keras ini rusak negara ini bisa mundur kaya kadrun;yes
lebih tolol lagi kalau pusat bisnis mau dipindahkan kesana , mana ada yang mau bisnis kalau penduduk nya masih kurang ?;yes
makanya jadi manusia jangan lebih malas lebih miskin dari babi . supaya kita tiddak dijajah babi terus . !;yes
mungkin kalau para kadrun mau demo  jlnan jadi lebih gampang ya kan kadrun;yes
tidak usah meminta maaf ! lgbt jelas jelas bukan ajaran kristen dan yahudi ! jangan dogol ! mengizinkan lgbt sama dengan menyangkal isi alkitab ! jelas dalam alkitab lgbt dikutuk habis habisan jangan memaksakan kehendak manusia lu ahkan perintah tuhan ! ada tertulis dengan jelas no lgbt pedofil dan bestialitas;yes
benar bermain di dua kaki . podo wae firaun kontol;yes
yang suka menghina tanda tidak waras dan dungu . wkwkwk;yes
maaf , jangan mengatas namakan publik saudara , apakah saudara sudah ada barang bukti saksi serta sudah survey pada seluruh negeri ini , pada ucapan saudara ? bila cuma , rasa iri dengki tidak perlu mencatut nama publik . ! ;yes
mengharap . pepesan kosong;yes
bravo golput semua paling ya nuruti kadrun yang membuat memperlambat ekonomi bingung mana yang baik;yes
orde jokodok hukum di obral abrik , hukum mk sampai kampanye di depan aparatur juga belum ada tindakan;yes
sok tau amat pendukung anies ini;yes
cuma bisa nutup 1 di antara begitu banyak tempat sejenis , itupun alexis berubah nama jadi 4play , apa yang mau di banggakan ? apalagi depan rumah kadrun semua . orang buta tipu orang buta yang ada kecebur berdua .;yes
setiap ganti pemimpin ganti program . bahkan program yang tidak tebngkalai . anis selalu buat proyek baru tak tidak brmnfaat . otak tolol . skls rt;yes
orang bego . ini dia orang ri yang tolol . yang suka jilatin pantat israel .;yes
rajanya teroris itu ya raimu dan sejenisnya isis al qaeda efpei hatei dll dan sebagainya dkk . sudah goblok miskin jelek hidup lagi . kenapa tidak mati saja ! ;yes
masih bau kencur sudah jadi penipu , kalau sudah tobat jadi gembong ini anak mental bejat;yes
sudah didim lampu tetap tidak mau nyala . maklumlah manusia tolol bin songong nyopir di jalan tol . hm menjijikkan cuh;yes
wan abud bisanya cuma ngritik , jadi gubernur saja kgk ada prestasinya . ;yes
terus kalau yang pegang israel lo yakin tidak bakal diludahin sampah yahudi disana , sampah penduduk haram indonesia;yes
blasteran pindah saja ke yaman sana bikin ulah cocot mu . sok paling pintar padahal guberner tergoblok di google;yes
kenapa kkb masih di biarkan hidup , tuntaskan semua sampai ke akar akarnya , dan itu sangat biadab ,;yes
inggris dungu panen uang hasil ramah menerima imigran muslim garong;yes
kalau agak idiot pasti tidak mengerti yang bapak presiden ucapkan sekarang . semoga yang terpilih nanti jangan bicaranya salah melulu . puyeng pak . seperti buzer bayaran yang komen sekarang ini .;yes
muka tembok putus urat malu semakin tidak punyak ahlak aparat keparat tidak ada rasa harga diri coba bercermin pak . siapa anda . dasar bangsat .;yes
mampuuuus . apa polisi akan saya bakar mobilnya jika ada pengendara rf yang melanggar aturan . bakaaaar . semua .;yes
 , musnahkan teroris hamas , bebaskan gaza dari teroris hamas;yes
dokter tifa ini fix iblis betinanya anies , tukang fitnah ya tifa ini;yes
kok enak sih penjahat ruli simanjuntak jadi ksad , padahal dia punya harta 50 miliyar . harusnya sih simanjuntak jadi pedagang sayur . dasar opung !;yes
cuma stiker kamu saja yang bagus . tolol;yes
israel memang jago tipu daya , licik , biadab berani merusak fadilitas pbb , sebentar alasannya hamas menyerang dari sana , pbb tahu , pbb tahu mana yang benar , di . geroombolan idiot pro yahudi lebih baik diam , jangan sok tahu yang berujung fitnah .;yes
hidup mau enak saja . kelihatan kaya pemalas , kerjanya cuma sholat .;yes
bangsat itu bangla , malah kirim sampah dia kesini;yes
hukum mati aja , sekalian sama pengungsinya;yes
hei , tidak perlu sombong ! para team kampanye , tidak gede rumangsa besar kepala semua itu suara ditangan rakyat bukan parpol , ketumnya . paham . ! orang punya pendidikan , pada dungu serta super goblok . ! sekali lagi penentu , jadi nggaknya orang no 1 ri , adalah suara rakyat cerdas . ! bukan kau ;yes
jangan sampai kelihatan bendera israel . grj . bisa kejang kejang;yes
brengsek juga kamu . paman .;yes
bingung saya orang depok pilih pemimpin kayak gini .  , bego2 amat sih orang-orang;yes
hahaha kalah . 0 saja hancur jakarta;yes
kalau politikus bikin hoax , tidak kena hukum . tapi kalau rakyat jelata , langsung di uber2 dan di penjara . makanya jangan mau di goblokin politikus . basmi mereka dengan tidak pilih mereka .;yes
putin memang bangsat seenak jidat caplok tanah orang . mirip zaman penjajah belanda indonesia dijajah 350th . indonesia bersama rakyat ukraina . go tapi hell penjajah rusia;yes
ya tifa ini fix iblis betinanya anies , center fitnah ya tifa ini;yes
ente mental penjajah dungu ? ;yes
masyarakat indonesia ini sering anggap enteng orang lain yang tidak disukai , bicara nya kotor dan terkesan kurang ajar . terlalu anggap enteng anak muda . dia kira semua anak muda goblok . yang bicara kotor itu pasti lebih goblok dan tidak terpelajar . jangan iri hati , kelasmu masih jauh dibawah gibran;yes
kadrun kagak makan beton rell baja , mereka ngertinya makan nasbung . hihihi;yes
habis dia sudah kehilangan akal karena sudah dighosting sama wan abud wkwkwk . dunia ini panggung sandiwara dulu membenci sekarang mencintai;yes
iya bro , saya juga bingung . sih emak kayaknya sudah pikun . terlalu tua . saatnya istirahat di rumah . momong cucu .;yes
hahaha belon move on ini tidak berpengaruh ke paslon 2 bravo no 2;yes
masa sih pirli tidak ada barbuk , mampus lo !;yes
dungu itu permanen t;yes
anjing tidak akan pernah makan muntahnya sendiri ya . ;yes
perang saudara di yaman kampungnya di manis;yes
des . des . meminta suara ringan ndas mu , itu mic dan pl di pegang;yes
fucking hamas ah homo.;yes
kembalikan . saja ke . negara asal . pemimpin . myanmar harus tanggung jawab . bikin peraturan . mengurus rakyatnya saja kagak becus . nyata .;yes
tanah khayalan ! hasil ngerampok , pengusiran , penggusuran bangsa . bangsa pilihan tuhan , hatinya mana ada manusia . anak-anak dan wanita di bom membabibuta .;yes
sejago apapun lu bawa motor , yang namanya kalau lupa , pas melintas di keramik pasti jatuh , mending buat garis kejut t lol , sok-sokan mengajari caranya melintas di keramik;yes
hahaha obral . sngin sorga . ? ! wong gurun .;yes
tuhan berpihak kepada yang benar , otak kamu dipakai dikit kenapa ? kamu itu pendukung israel zionis , ahli genosida , setara hitler . propaganda busuk kaum semit .;yes
pada amat anjing . punya kamu kecil dan nyender . tidak semua orang jadi sange kalau lihat biji melinjo punya kamu;yes
sih jokoh memang makin kesini makin biadab parkir sembarangan tabrak sana sini semua aturan .;yes
ada banjir di kali krukut tebang bambu memakai golok sering mangkir karena takut karena malu dibilang goblok;yes
lhadalah ! memang sudah pikun ini orang . bukannya penguasa adalah rakyat ? !;yes
kabeh ingin nangis dewe , emh ngeri jokodok ini;yes
sarimin kok jadi gila begitu ya gara-gara kebelet ingin jadi wapres , min ojo mimpi min sarimin ojo bikin malu nu min , gabung2 capres kadrun jadi goblok kabeh min;yes
rumah sakit jadi sarang nyamuk ya diratakan saja . gaspol;yes
peradaban yang terbelakang .;yes
yaman banyak omong dari pada banyak kerja . ;yes
penipu ulung sudah beraksi percaya anus sama saja percaya pada iblis waspada kalian;yes
pernyataan2 au jadi lucu , munafik sih jelas . gambaran orang yang nyaho etika , moralitas . benar-benar dungu .;yes
dasar badak mana tau malu;yes
freedhy . dari pada kamu . umat yang sudah bersaksi tiada tuhan . ya cium batu begitu loh . ;yes
blasteran pindah saja ke yaman jangan bikin onar cocot mu . sok paling pintar padahal guberner tergoblok di google;yes
otak dungu , negara tidak akan maju2 kalau tidak ada pembangunan . inilah akibat kebanyak makan air kencing onta .;yes
kadrun pada auto dilema , soal nya benci banget sama banteng , wkwkwkwkwwk;yes
banyak cakap saja bapak ketua bawaslu ini . bilang saja takut sama anak pak lurah . apa biar di bilang kerja saja bawaslu ini . memang tahi . hancurlah negara kita ini;yes
tidak sah dtanggapi itu mantan dungu otoriter congor bosok ingin diatas segalanya dan selalu terus menang sekarang tinggal semua saja pasti nyungsrp pasti tenggelam jadi gurem seperti saat orba dulu matilah kau ! ;yes
